	GCA_002918395	GCF_000409485	GCF_001500285	GSE85906_GcC1	GSE85906_OnM2	bgh_dh14_v4	bgt_96224_GCA_000418435	botrytis_cinerea_b05_GCF_000143535	erysiphe_necator_GCA_000798715	marssonina_brunnea_fsp_MBm1_GCF_000298775	oidiodendron_maius_GCA_000827325	phialocephala_subalpina_GCA_900073065	pseudogymnoascus_destructans_20631_GCF_000184105	res	rhynchosporium_commune_GCA_900074885	sclerotinia_sclerotium_1980_GCF_000146945
OG0036578																XP_001593254.1
OG0036579																XP_001593269.1
OG0036580																XP_001593273.1
OG0036581																XP_001593275.1
OG0036582																XP_001593276.1
OG0036583																XP_001593282.1
OG0036584																XP_001593283.1
OG0036585																XP_001593288.1
OG0036586																XP_001593297.1_SS1G_06219
OG0036587																XP_001593298.1_SS1G_06220
OG0036588																XP_001593299.1
OG0036589																XP_001593304.1
OG0036590																XP_001593306.1_SS1G_06228
OG0036591																XP_001593308.1_SS1G_06230
OG0036592																XP_001593311.1
OG0036593																XP_001593314.1
OG0036594																XP_001593315.1
OG0036595																XP_001593316.1
OG0036596																XP_001593317.1
OG0036597																XP_001593326.1
OG0036598																XP_001593327.1
OG0036599																XP_001593328.1
OG0036600																XP_001593334.1
OG0036601																XP_001593337.1
OG0036602																XP_001593338.1
OG0036603																XP_001593340.1
OG0036604																XP_001593366.1
OG0036605																XP_001593367.1
OG0036606																XP_001593374.1
OG0036607																XP_001593377.1
OG0036608																XP_001593379.1
OG0036609																XP_001593380.1
OG0036610																XP_001593384.1
OG0036611																XP_001593385.1_SS1G_06307
OG0036612																XP_001593387.1
OG0036613																XP_001593388.1
OG0036614																XP_001593394.1
OG0036615																XP_001593399.1
OG0036616																XP_001593402.1
OG0036617																XP_001593404.1
OG0036618																XP_001593405.1
OG0036619																XP_001593415.1
OG0036620																XP_001593417.1
OG0036621																XP_001593418.1
OG0036622																XP_001593420.1
OG0036623																XP_001593421.1
OG0036624																XP_001593424.1
OG0036625																XP_001593431.1_SS1G_04858
OG0036626																XP_001593432.1_SS1G_04859
OG0036627																XP_001593436.1
OG0036628																XP_001593438.1
OG0036629																XP_001593439.1
OG0036630																XP_001593443.1_SS1G_04870
OG0036631																XP_001593446.1
OG0036632																XP_001593447.1
OG0036633																XP_001593448.1
OG0036634																XP_001593451.1
OG0036635																XP_001593452.1
OG0036636																XP_001593455.1
OG0036637																XP_001593474.1
OG0036638																XP_001593482.1
OG0036639																XP_001593484.1
OG0036640																XP_001593485.1
OG0036641																XP_001593488.1
OG0036642																XP_001593489.1
OG0036643																XP_001593493.1_SS1G_04920
OG0036644																XP_001593494.1_SS1G_04921
OG0036645																XP_001593501.1
OG0036646																XP_001593505.1
OG0036647																XP_001593506.1
OG0036648																XP_001593515.1
OG0036649																XP_001593516.1
OG0036650																XP_001593517.1
OG0036651																XP_001593521.1
OG0036652																XP_001593522.1
OG0036653																XP_001593523.1
OG0036654																XP_001593524.1
OG0036655																XP_001593527.1
OG0036656																XP_001593528.1
OG0036657																XP_001593533.1
OG0036658																XP_001593535.1
OG0036659																XP_001593543.1
OG0036660																XP_001593544.1
OG0036661																XP_001593545.1
OG0036662																XP_001593546.1
OG0036663																XP_001593558.1
OG0036664																XP_001593563.1_SS1G_04990
OG0036665																XP_001593566.1
OG0036666																XP_001593568.1
OG0036667																XP_001593570.1
OG0036668																XP_001593571.1
OG0036669																XP_001593573.1
OG0036670																XP_001593575.1
OG0036671																XP_001593576.1
OG0036672																XP_001593577.1
OG0036673																XP_001593582.1
OG0036674																XP_001593585.1_SS1G_05012
OG0036675																XP_001593593.1
OG0036676																XP_001593594.1
OG0036677																XP_001593596.1
OG0036678																XP_001593598.1
OG0036679																XP_001593605.1
OG0036680																XP_001593606.1
OG0036681																XP_001593607.1_SS1G_05034
OG0036682																XP_001593614.1
OG0036683																XP_001593616.1
OG0036684																XP_001593619.1
OG0036685																XP_001593625.1
OG0036686																XP_001593628.1
OG0036687																XP_001593629.1
OG0036688																XP_001593634.1
OG0036689																XP_001593635.1
OG0036690																XP_001593641.1
OG0036691																XP_001593644.1
OG0036692																XP_001593648.1
OG0036693																XP_001593652.1
OG0036694																XP_001593657.1_SS1G_05085
OG0036695																XP_001593663.1_SS1G_05091
OG0036696																XP_001593668.1
OG0036697																XP_001593683.1
OG0036698																XP_001593689.1
OG0036699																XP_001593691.1
OG0036700																XP_001593692.1
OG0036701																XP_001593701.1
OG0036702																XP_001593702.1_SS1G_05130
OG0036703																XP_001593704.1
OG0036704																XP_001593718.1
OG0036705																XP_001593722.1
OG0036706																XP_001593723.1_SS1G_05151
OG0036707																XP_001593725.1
OG0036708																XP_001593729.1
OG0036709																XP_001593734.1
OG0036710																XP_001593736.1
OG0036711																XP_001593737.1
OG0036712																XP_001593739.1
OG0036713																XP_001593741.1
OG0036714																XP_001593742.1
OG0036715																XP_001593743.1
OG0036716																XP_001593744.1
OG0036717																XP_001593745.1
OG0036718																XP_001593746.1
OG0036719																XP_001593751.1
OG0036720																XP_001593752.1
OG0036721																XP_001593754.1
OG0036722																XP_001593756.1
OG0036723																XP_001593759.1
OG0036724																XP_001593761.1
OG0036725																XP_001593768.1
OG0036726																XP_001593769.1
OG0036727																XP_001593780.1
OG0036728																XP_001593781.1
OG0036729																XP_001593784.1
OG0036730																XP_001593785.1
OG0036731																XP_001593794.1
OG0036732																XP_001593803.1
OG0036733																XP_001593806.1_SS1G_05234
OG0036734																XP_001593812.1
OG0036735																XP_001593813.1
OG0036736																XP_001593818.1
OG0036737																XP_001593819.1
OG0036738																XP_001593820.1
OG0036739																XP_001593821.1
OG0036740																XP_001593831.1
OG0036741																XP_001593832.1
OG0036742																XP_001593835.1
OG0036743																XP_001593840.1
OG0036744																XP_001593841.1
OG0036745																XP_001593844.1
OG0036746																XP_001593849.1
OG0036747																XP_001593854.1
OG0036748																XP_001593859.1
OG0036749																XP_001593867.1
OG0036750																XP_001593874.1
OG0036751																XP_001593879.1
OG0036752																XP_001593884.1
OG0036753																XP_001593888.1
OG0036754																XP_001593892.1
OG0036755																XP_001593899.1
OG0036756																XP_001593900.1
OG0036757																XP_001593904.1
OG0036758																XP_001593910.1
OG0036759																XP_001593919.1
OG0036760																XP_001593920.1_SS1G_05348
OG0036761																XP_001593922.1_SS1G_05350
OG0036762																XP_001593924.1
OG0036763																XP_001593934.1
OG0036764																XP_001593944.1_SS1G_05372
OG0036765																XP_001593945.1
OG0036766																XP_001593946.1
OG0036767																XP_001593947.1_SS1G_05375
OG0036768																XP_001593951.1
OG0036769																XP_001593952.1
OG0036770																XP_001593962.1
OG0036771																XP_001593964.1_SS1G_05392
OG0036772																XP_001593965.1
